document_id,Cleaned_Review,sentiment
800,Heres movie pretend condemn violence end Tyler Durden unmistakeably villain make fighting look cool thousand people misinterpreted message Maybe Im harsh Ive met two people inspired start random fight movie really irritates especially since took poke However I think fatally flawed message enough sink film even great film quite great filmOh yeah there social commentary moviecommentary angry year old Okay commercial society stink rebel reform popular culture bybygoing basement punching No doesnt strike viable solution Even movie know quick backpedaling end tell u trust Durdenbut he hero alongSo end film point problem offer solution It generates anger channel wrong direction Its clever actually smart Its satirical doesnt point Violence good kill Meatloaf violence bad Sorry doesnt workAs film actual stylegross innit So I ask watch gross movie flawed message Good question The answer dont watch go find actually good actually wise movie instead,Negative
801,I love movie I say Even though extremely criticized critic I love The movie excellent No comment I wish I could express better great film I David Fincher already This one best film time doubt one time favorite Every thing film excellent brilliant script casting acting every thing Thank David Fincher making film great end saying seen movie This film Simply BestMin,Positive
802,Alright well I guess I missed part supposed one amazing movie ever made Why people orgasm movie This isnt even bad fact I nothing negative say dumbfounded hype aboutI feel like I sole person watched negative film everyone else got see developed positive I dont really anything creative witty say I dont criticism So uh yeah like psychologicalthrillerdrama type movie I guess check Dont expect life changing though,Positive
803,This confusing A Space OdesseyEdward Norton play Tyler Durden Well eventually Brad Pitt also play Tyler Durden least certain aspect Tyler DurdenNorton start ordinary businessman descends madness creates chaos nothing figment imaginationThis chaos start Fight Club Obviously I cant talk rule Likewise Operation MayhemThe film really weird incredibly difficult follow At time wont know Pitt real Meatloaf play man testicular cancer breast due hormone excessHelena Bonhom Carter play woman constantly cry attention thrives attentionThe film difficult follow Nortons life Pitts lifeIt leave question answersBut well worth watching rewatching,Negative
804,A wonderful movie Fantastic screenplay Fantastic cast It really fascinated I really enjoyed The design style film also excellent,Positive
805,Fight Club Edward Norton Brad Pitt Helena Bonham Carter Jared Leto Meat Loaf Zach GrenierDirected David FincherSpoilers hereinI admit I first rented Fight Club two year ago I pretty disappointed But reason I probably different film I seen others Friends recommended saying I would either love hate I found stuck middle Considering high rating IMDbs Top movie hype surrounding I knew I see itOne thing I didnt care Fight Club first time I saw I missed satire blackcomedy behind violence However whole movie interesting yet strange feel About year ago I rewatched film see I would find anything different While watching I liked much I second time I caught black humor hypnotically entertainingThe story begin executive Edward Norton playing character without name Narrator whose bored life cant sleep night He begin going testicular cancer group would make feel better cant sleep lady fake cancer Helena Bonham Carter playing Marla Singer remains group After condo explodes taken mysterious soap salesman Brad Pitt Tyler Durden show bizarre form therapy call Fight ClubFight Club isnt easy movie talk write forget It work brilliant way film dont end movie work almost every level In sense storytelling definitely succeeds It probably talked movie much say itOne could say Fight Club laughably overthetop say film doesnt make sense I began think caught end I give spoiler I wasnt really expecting surprise It could compared bizarre style film like Stanley Kubricks Clockwork Orange Oliver Stones Natural Born Killers Terry Gilliams Fear Loathing Las Vegas But there much chemistry psychological attitude put movie may able get first time around Its social satire almost everything Id look oneI cant really say I thought directed David Finchers best film I enjoyed Seen definitely make case visual daring film He give great direction give whole movie vivid feelOne bad thing I actually say film strong violence one scene particular involving Norton Jared Letos character fighting lot people might think would lead pointless ending average viewer would left negative message But isnt way supposed end You really think beyond movie matter much doesnt seem realSince I loved Edward Nortons performance American History X give great performance background narration Brad Pitt give possibly best performance date supporting role also goodThe violence probably controversial part movie While I didnt find extreme I thought others hadnt seen aware I found lot Fight Club quite amusing funny get effective toward end The antisocialism film isnt told meanspirited hated way people fighting released energy power one another But begin realize scary film really apocalyptic would reallife But film still humorous isnt meant serious isI never read book title Chuck Palahnuik seeing movie I interested reading Definitely one best film along American Beauty Magnolia To sum Fight Club one best viewing experience Ive ever life one rare film kept entertained several repeated viewing Its riveting dazzling completely original story didnt leave mind star,Positive
806,This one face controversial movie lot high minded loud thing say state society gender role violence medium escapism capitalism starred hot trot actor moment Brad Pitt wonderfully droll Edward Norton featured change pace role exquisite Helene Bonham Carter directed man almost stylish smart good David Fincher adapted equally warped book Darkly funny ultraviolent sometimes scary people strong stomach hungry mindsPOTENTIAL SPOILER If dont think movie relevant post era first bombarded movie theater take take look closing scene credit skyscraper come tumbling thanks terrorist bomb It gut dropping seems eerily prophetic ontarget,Positive
807,What worked We appreciate amazing screenplay movie provides u humorous engaging interesting making enjoyable movie viewing experience Also need mention amazing direction The movie good get Its stylish fun thrilling As mental health professional I vouch intend movie area tried breakthrough The lead amazing respective role We must understand movie something viewer wanted see movie something cathartic character something dangerous adventurous somehow wanted see projection rather seeing situation Its done good job expressing duality human psyche exploring suppressed unexpressed self character movie Overall fine movieWhat work Some minor flaw evident movie serious mar narrative Also place live awful set place mean maker done job fine Its filthy nasty intend afterall I would appreciated I viewer knew main character person complication life psychological experience getting ride fight club Besides insomnia know much tell u major life stressor something bothering reality vent someone else That would great Or maybe mental health professional I would appreciated maker wrote little bit different dialogue convey hallucination deal step take Its thought movie still hail higher many viewer reason Final verdict highly recommended,Positive
808,Fight Club definitely style exciting watch complex character driven action great plot twist end The actor good Fincher good job maintaining consistency whats really happening showing narrator perspective As always adaptation interesting exposition detail lost exactly Tyler work night Project Mayhem worked The ending beloved work make sense isnt exceptional Why Tyler die narrator shoot cheek finally take control life he longer afraid Its plausible there nothing wrong certainly didnt blow away There plenty good theme contrast Tyler narrator opposing extreme problem society enjoyable consider I dont think anything wrong Fight Club I also dont think anything decent movie good twist,Positive
809,I cant believe many people breaking first second rule Fight Club,Negative
810,This movie troubled man meet stranger decide open underground boxing club eventually grows control The movie dark unorthodox The brutality help drive movie show simple fighting group go control take dramatic turn It surprising twist ending knock cold It surprising I liked choice made The movie give clue throughout movie people would miss first viewing leaf room rewatching Every time I give another viewing always something new found Many people might turn away see brutality didnt bother What make movie special dared go film ever attempted go thats make special I think one best movie Its creativity inspire hour discussing film probably age well,Positive
811,This really great movie Until Ive never thought much Brad Pitt actor Tyler Durden movie show So Edward Norton Average Joe life Bonham Carter Marla Singer whove Ive seen Howards End another movie I like I recall performed wellBut movie It pure brilliance Imagine living dull boring life nobody feeling life passing many u time Be careful might Average Joe find peculiar way alter ego everything something control something become powerful dangerous anything could ever imagined Be careful I wont go There much I say without depriving experience losing maze movie took This movie overtake exceed ability outwit figure taking taking taking It take sorry nobody So I wont go Just see movie discover nightmare though amusing time roll floor laughing movie without thought provoking profound humor Unlike comedy movie doesnt struggle aim laugh situation render fertile ground themThis movie equal It one kind Its unlikely theyll make another one like Enjoy The best My rating,Positive
812,Play Fight Club It fast easy view A good way spend time Be best,Positive
813,This film nothing short breathtaking Fincher created modern masterpiece ground fantastic Chuck Palauhnik novel The film cover every bit angst dripping page novel Its quick edits clever filmmaking something revel still multiple viewing Its dark hilarious plot one hell rideThe character fantastic actor portraying Edward Norton fantastic job everyman sucked dark underworld Helena Bonham Carter shine Marla Singer best dialogue film This course coming behind perhaps greatest character created film novel whole world I course talking Tyler Durden Masterfully portrayed Brad Pitt Tyler dangerous sneaky ultimately cool customerThis film capture every part every time watch If doesnt something clinically wrong,Positive
814,A MASTERPIECE OF STUNNING AND BEAUTIFUL FILMING AND CINEMATIC POETRY AND PHILOSOPHYA deep psychological dive human desire needsAmazing acting genius manuscriptFanstastic editing The zooming different object genius well madeA iconic plotwist change whole story create interesting psychological complex A plot twist prepared forA film convince oneself different opinion psychological game see true reality even difficult accept Which leaf viewer confronting ending dont know real show fragile perception reality mind beA mustsee I recommend,Positive
815,What say film whose ideal center anticonsumerism rebellionanarchy Im sure people wished simpler time life especially confronted increasingly hectic fastpaced technologycentric society Fight Club aim make realityFight Club center Edward Nortons character let call Jack Someone half yuppie half Starbucks frappucino corporate drone th century seem churn alarming number Jack suffers lot Americans suffer disillusionment problem Jack also fix ailment way corporate America told Jack buying crap Soon enough Jack cant sleep something wrong Then come Tyler Durden change Jacks entire view life Jack wasnt suffering insomnia comatose unable see world really Then come Fight Club uncanny relevations world created unfolds This essence Fight ClubThe reason influential watching film cant help relate Everyone point life felt empty hollow I guess Fight Club best eyeopener Never Americas consumer greed put microscope examined artistic mesmerizing wayFight Club heart F You modern society measuring yard created measure self worth Fight Club aim liberate viewer confines metaphorical jail American idealism societal control measure It aim way really get someone understand bonecrushing punch face,Negative
816,The movie twist movie Surrounded hype video game tie inirony still great adaptation alright book Like movie big impact lot people mentioning actually started le philosophically concerned fight club owni think sadly Its greatest movie ever made though someblush Its another line effective point zeitgeist modern counterculture The Matrix Donnie Darko etc jazz effective And actor Pitt Norton Cater even Meat Loaf turn iconic performance As great movie moment transgressive literature work best movie ever Good sift hype violence,Positive
817,Every youth Y chromosome fond Fight Club Not female like I love novel film For sure Chuck Palahniuks work marvelous But adaptation magnificent I think David Finchers work superior original Especially totally changed ending best closing shot I ever seen,Positive
818,Absolute garbage I hated much I believe I wasted two half hour And I believe high rating Someone recommended movie told legendary obviously I wanted check instant regret The reason Im giving star instead good part And I see people might like But I personally think waste time,Negative
819,I finally watched film hearing many time god I disappointed The reason I think lot people like movie main character relatable We wan na heard want small purpose life tired conformity want rebel ideal image want like Tylor like narrator Which Fight Club created numb life insomnia didnt help wanted fight meant would feel something The plot absolutely amazing plot twist sealed deal The casting perfect I cant imagine actor better A classic man holding watching think mainstream overrated need suck watch Youll love unique theme,Positive
820,I mad I wasted hour life seeing garbage I read high rating member Is everybody crazy rate crap stupid monkey I bet people liked movie like one Brad Pitt made great movie Meet Joe Black made many stupid movie inconsequential The Mexican he handsome man never Tom Cruise I dont like Tom Cruise he nice Brad sure great actorThis movie violence anarchy annihilation Why anybody think blowing building beating crap committing suicide worth making movie This irresponsible director brought u Columbine Virginia tech massive killing mayhem daily basis entertainment I think people liking movie must either juvenile video game crowd mindless activitywho never pick book read newspaper pro family somewhat low IQ watch pointless idiotic movie,Negative
821,Fight Club great film Its first film David Fincher I left cinema feeling rather uplifted happy first film Fincher I think really really good It start right opening credit probably best opening credit I ever seen yes better SeensI read Chuck Palahniuks novel couple time I saw film I like novel even far masterpiece Even though I like book film absolutely brilliant right Jim Uhlss script fantastic The comedy also great long time since Ive laughed much film The cinematography great music perfect film dialogue brilliantThe acting course top notch Brad Pitt often overlooked actor famous face famous body This shame I think he really good actor although first time I think he great Helena Bonham Carter surprisingly perfectly cast I could see actress portraying Marla Singer Meat Loaf good well I could go Edward Norton probably bore let say even though isnt another Aaron Stampler Derek Vinyard mindblowing performance acting genius performance Fight Club brilliantThe production design another thing worth mentioning something really good As everybody probably realise coming sadly rather boring part film right brilliant last minute It last minute slows film make rather unbelievable seen film Im referring apparent thing I say unbelievable Well shame twenty minute concentrated something I would without doubt given film IMDb As I gave much consideration Very close incredibly brilliant Fight Club brilliant,Positive
822,Brad Pitt finest darkly humorous gloomy film awesome soundtrack dull moment,Positive
823,Fight Club enjoyable movie long take psychological thriller comic element Well shot good acting solid plot Dont fooled think social satire strong social message underneath There might something remotely resembling thing simply start examine bit seriously logical hole strainer I also bit annoyed femalefriendly close shot muscle Brad Pitt well live So thumb know expect,Positive
824,Jack Edward Norton looking cure He suffers insomnia overdose Starbucks IKEA overall apathy Desensitized superstructured life Jack seek change joining series support group victim alcohol cancer surrender notion physical pain emotional release consolation His newfound peace however disrupted eccentric Marla Helena Bonham Carter enters group remains detached distraction threatens break Jacks secure sense belonging Jacks identity crisis intensified introduction Tyler Brad Pitt soap maker leader Fight Club violent support group tempted joinA film urge reorganize world violence Fight Club recall young droogs Stanley Kubricks A Clockwork Orange yet exchange previous film theatrics internalized rather visceral aesthetic Fight Club benefit versatile camera whose extreme closeup extreme long shot wormseye view shot birdseye view shot freeze frame slow motion special effect explore destabilization destructuring protagonist realityFight Club includes one greatest greatest The Sixth Sense twist cinema history It reason I suggest Fight Club remembered truly great piece cinematography,Negative
825,The title suggests random beat em film far In fact film masterpiece intelligence feature script descriptive make every line sound like quote The opening theme tune NineInch Nails terrific give vibe needed watch rest astonishing movie Edward Norton lowlife His life consists kitchen testicular cancer group get addicted even though testicular cancer Then meet Brad Pitt soap salesman completely different style life together create fight club club men want get rid stress beating crap completing destructive homework assignment The word fight club spread soon club starting world But fight club turn destructive group hooligan people begin get deep trouble truth soon revealed A great film seen twice appreciated,Negative
826,David Fincher pull cinematic trick Fight Club We get long shot pull deep within character I mean deep get reality distorted much reality come back focus almost like getting slapped face Its hard talk Fight Club without giving away surprise All I say see The movie complex youll thinking youve left theater Brad Pitt best play unhinged character Here get unhinged I think he perfect role He get bad boy revel guerilla tactic I liked trick working movie theater For violence Fight Club one death None brawler fight death They might get beaten bloody pulp live fight another day What expect movie thats called Fight Club,Negative
827,This movie miss construed perpetuator violence movie tough showcase manhood men take name thrill adrenalin It take get loving Fight Club moment hooked one movie like The movie showcased good cinematography event movie took place night director cinematographer make best extra florescent light using location well lighted street lightsFight Club based novel name Chuck Palahniuk The film directed David Fincher Seven The Curious Case Benjamin Franklin also stared Brad Pitt movie unnamed narrator played Edward Norton The narrator Norton tell u life learn white collar job lived everyday routine life got tired took break routine started something became big could controlThe Unnamed narrator started club new friend bar Tyler Durden Brad Pitt club featured men taking fighting bare fist thrillThe club grew became cross country thing Tyler unnamed narrator seen club president take turn going around see club well run various locationsPrepping role Pitt Norton took lesson boxing taekwondo grappling soap making Pitt went ahead Chip tooth look perfect Filming lasted day scene fight scene heavily choreographed actor going make look realisticHere movie I highly recommend get DVD I warn posse extreme violence see men go bear fist fight one another movie twist ending far captivating violence end glad way movie taking form worried intense fight sceneswwwlagsreviewscom,Positive
828,I dont think film work DVD medium dual layered film multi layered How I didnt get lost I dont know I shot along storyline understanding also identifying Its brilliantI found first half film almost meandered along stretching thing meet latter half story spin around double speed The ending superb bizarre fact whole second half bizarre yet believeableThats something amazed shown understand identify character even though leading participating strangest act Very often watch character dont cant believe It doesnt ruin film cant drag loose storyline interest That never happens hereThe acting superb Norton Carter steal entire film surprise performance Meat Loaf Brad Pitt good powerfully overshadowed Norton The film visually stunning way fighting glamourised made look appealing fact scene sometimes quite disturbing way violence really isIve seen review heard people say loos second half Id say doesnt find second half I think thats find You identify understand sympathise almost thats going key film maker try get hold Fincher put right lock turn open door lead onto horrible thought ideasSee film Now,Positive
829,Never seen movie terribly high It good probably good time Now I seen American History X great movie I see alot movie Fight Club Then thank Jim Carrey Me Myself Irene ripping Fight Club,Positive
830,It When there gun mouth talk vowel When I discus whove never seen I dont know start I talk say okay I didnt get make want grab like narrator wanted grab Marla Simply put flawless From way adapted writing way shot Finchers choice music editing course performance Its pacing studied every film school style simply organic original The character development uncanny subliminal yet outward message primal world like heroin soul searching selfhelp enthusiast I go I actually love film often overlooked since deemed contributor toxic masculinity remove wannabe hypebeasts Its unapologetically truthful raw thats hit core youre true lover film cant tell favorite film time already Its worth watch never get old itll hold time like pyramid,Positive
831,Is violent Yep I could done without part And I well see Columbine day held releasing movie However get touch inner self fisticuffs machine gun The point could well hammered home without blood goreHowever Fight Club also funny BEST great comment huge debasement life corporate existence know Work job hate make money buy stuff dont need aptly said many great line movieBrad Pitt sex one showing great biceps giving u wonderfully sardonic glance along throwaway line Theres great hook I wont spoil The woman also funny dark Was I cheering building holding credit card record went You bet Destroy record start Ground Zerobut telephone invented concurrently cause time right satire two movie It accidental movement free American man turn kind Army brainwashing debasement military produce Robotlike guy become another version corporate drone Like many revolution one turn ALMOST full circleBut one logic check Can actually shoot mouth walk around talk people still stand But I question let stuff happen devotee carefully buckle speed Interstate one touching wheel Funny,Positive
832,Insurance drone Jack Norton cant sleep haunt selfhelp group fatal illness encounter Tyler Durden Pitt charismatic anarchist invite move decrepit house condo blown Jack Tyler recreational fistfight expand underground masculinist movement However crack appear relationship Tyler cop Goth bizarro Bonham Carter prank go subversive nearhomicidalFight Club one movie exactly caught premillennial tension Great performance stunning visuals plot like nothing youve ever seen one best film ninety,Positive
833,Whilst lack allegorical potency Ellis American Psycho Palahniuk adaptation capture jaded ennui postmodern condition hyperreal simulation dysfunctional masculine identity Finchers depiction Tyler Durden idealised alterego schizophrenic actualisation Narrators inferiority complex ripped rebel without cause Brad Pitt still deserves acclaim,Negative
834,Brilliant move Well acted Amazing direction The movie littered hidden message Ending ambiguous character reality fantasy Just masterpiece movie One greatest time,Positive
835,FIGHT CLUB IS THE GREATEST FILM OF But wait let start beginning Contrary popular belief FIGHT CLUB depraved film bunch guy beat turn men Space Monkeys It deepest intelligent stylish film agesWe start Narrators Edward Norton brain stay rest film We go brain nostril barrel gun beginning sequence rival Seens Then see Tyler Durden Brad Pitt holding gun Then swoop building van explosive going used destroy major credit card company building I know tell Narrator Tyler know You wont know mean final creditsWe go back little day Narrators insomnia cured going cancer support group Everything fine Narrator woman named Marla Singer Helen Bonham Carter start visiting support group They work squedules Narrator sleep Then meet Tyler Durden plane hit fanThey start Fight Club like Narrator soon lead terrorist attack consumerism Oh yeah there also killer twist thrown good measureWhat make Fight Club best film age script superb direction David Fincher darkest stylish yet The lighting lowkey Matrixy camerawork subliminal message pointed DVD commentry Fincher sometimes wobble fabric film itselfAll first class package superb performance direction oh let forget perfect music Dust Brothers A first class film wakeup call Generation Xers You beautiful unique snowflake decaying organic matter everything else We member compost heap,Positive
836,Fight Club one film leave thought hour maybe even day youve watched The feeling get watching movie similar punched repeatedly relentlessly entire minute length David Fincher masterfully managed create perfect balance make film immensely visceral well deeply intellectual watchThe main theme Fight Club freedom lack The script based novel Chuck Palahniuk leaf stone unturned adopts unapologetic approach convey message people society living trapped compromised unfulfilling life following custom norm generally considered normal The common human pathetic consumer identity personality He satisfied material possession hesitation allowing judged trapped society The unnamed main character played Edward Norton one character He average citizen nothing look forward life He boring job prospect insomniac His strategy temporarily escape mundane nature life attending self help group evening But suddenly one day meet suave sharp stylish man named Tyler DurdenBrad Pitt life change completely I think keeping Nortons character unnamed brilliant show average name becomes irrelevant one usThe script original novel credited immensely much David Fincher This film masterpiece Finchers direction storytelling style He put stamp film start end impossible feel presence director It extremely fast paced If minute long film never make feel bored even single second director deserves bow The film stylish visuals Fincher us lot creativity cinematography The whole movie look intentionally dirty dark The film also example tour de force editingNow let come acting Norton fantastic He expertly portrays man insomniac slowly collapsing mentally due considers society pressure Helena Bonham Carter infamous Marla Singer also breathtakingly good She wackyfunny plain weird But actor film belongs toit certainly Brad Pitt Charisma ooze every inch Tyler Durdens body I cant think Tyler Durden without visualising Brad Pitt wearing red jacket sunglass Durdens philosophythough controversial undeniably thought provokingWhen Fight Club first came negatively accepted critic opined film bloody violent might attract copycat behaviour film also show people manipulated influenced While I completely understand opinion I believe reduce quality film itselfFight Club must watch every film lover certainly one David Finchers best film well one best film,Positive
837,The first time watch dude easy Hollywood void modern movie speak specifically men great one endHowever weird reason I desire watch multiple timesI dont know know twist thing whatMy gut tell dark depressing scene leaking house dismal Helena Bonham Carter unappealing fun watch youve seen itIts basically first watch rewatch score Really unique regardIm giving,Positive
838,Fight Club tell story boring man dull life meet eccentric soap salesman named Tyler Durden The two become friend end starting fight club A place men vent anger beating crap As movie move fight club get larger evolves terrorist organization shocking twist ending reveals Tyler Durden appears Fight Club interesting film Its film I recommend seeing take I recall liking first I saw I took A brutally violent face dramacomedy deal many life problemsThe always amazing Edward Norton play nameless lead role film Brad Pitt Tyler Durden They play vastly different role well relationship believable movie two friend The writing build ending crafted well almost get drawn right film Fight Club dark disturbing film requires thinker view properly Very good,Negative
839,It always said Pulp Fiction Trainspottingbut opinion Fight Club important film last decade nevertheless two others brilliant moviestoo Fight Club show forceful way life becomes existence existence becomes meaningless total lost identity We praise television advertising money god become faceless being In case narrator Edward Norton lead split personality schizophrenia result Tyler Durden Brad Pitt A charismatic dangerous anarchist Together although one person establish fight club And unity shattered existence get make feel real Pain It´s best therapy can´t get anywhere else After Tyler plan total overrun society And narrator find trapped net conspiracy What I say movie David Fincher´s direction excellent although film got length really care score Dust Brothers also great camera handling atmosphere fabulous mixture video clip film noir Brad Pitt still underrated actor stated star movie Edward Norton´s performance deserved oscar,Positive
840,It really odd I shelf toy store waiting bought sudden Elmo walk front froglike tongue came mouth moistened eye ball I realized way human Then screamed Communion God tickled viciously peed I woke I actually wet bed What mean,Negative
841,Work represent bank deposit represent car drive represent thing wallet represent clothes represent You one ordinary being,Neutral
842,This rd best film Ive ever seen Fastmoving energetic beyond belief rocksolid attitude isnt found elsewhere flick great miss Unsettling graphic violent like else made typical Fincherstyle dark gritty dirty bucketful sweat Excellent performance Pitt Norton IKEA touch bonus u Swedes great line Run Forrest run favorite really REALLY wicked joke I recommend film anyone except bear watching people slug even beating others face bloody pulp But violence point film stand quite interesting issue brought attention And one ask,Positive
843,This film good film idea behind cast brad pitt different experience,Positive
844,This beyond ability articulate since beyond experience beyond ability appreciateMen alienated They need purpose In growing technological society man role diminished He longer central survival ATMs Computers even internet coopted sense place All meaningless age convenience Men grown soft living fat land pun intendedI usually comment separately different element movie But time I wont I would mention everything I dont energy list feature movie Indeed movie perfect every aspect ZafoidPS truth Why according movie men feel sense place purpose I choose turn around say men feel way get sense purpose working hand tool weapon In movie hand weapon thus purpose indeed Fight ClubSo clear men dinosaur dying In reality movie book well death knell Their last hurrah say day conquered enemy enemy case technology displaced coopted sense purpose Albeit sense purpose conquest indeed misplaced outdated longer meaningful fully civilized technological society Indeed thank God dont fear every breathing moment Is want Yes And lost But lost misplaced projection life It conquest progress Contributing mind heart science art time understanding But men none trapped veltanschaung survival fittest So progress going since dawn man reverse We come age stick age jet aint going back So let give last hurrah important center world maker history maker war nation Bid farewell Fare thee well good knight recognize last outcry last outcry last warriorZ,Positive
845,Had think movie I reviewed movie wack I kinda needed process itThe first minute probably best minute movie Ive ever seen Perfect performance perfect story perfect direction perfect editing wildly creative Its movie quality went downhill It steadily really great I dont love direction story went got kinda dark nasty trashy Which I get necessary part story I didnt love I think took wee far thats thing But I understand movie huge following It cool different got stellar quote Its mind bending mind bending movie great especially theyre done well So I understand hype kind agree level itIronic movie cult following movie cult classic thats got one biggest followingsI fan ending well Wadup wit What happenedYeah review bad Really bad I know I dont really know say movie I liked I understand hype realllly thing though,Positive
846,Let say right bat This one movie youre either going love hate But matter DO NOT MISS ITI really dont want say much Fight Club To try describe would spoil Just know possibly insanely subversive movie really long time youll probably go Woah wait minute onceAnd love hate able get headSlide,Negative
847,I thought I knew premise film men forming anunderground fight club get back basic raw visceralmanhood regulated civilized society Well aboutthat plus much In actually deeply satirical andsurreal tale Edward Norton play young putupon corporateoffice hack modern consumer culture vaguely unhappywith life attending multitude support group eventhough doesnt share member situation hemeets offbeat soap seller Brad Pitt train theyaccidentally exchange suitcase The two end living eachother rather bizarre manner get stranger itgoes fight stimulation form fight club issoon joined many willing others Adding intrigue theinterest Norton Pitt another offbeat character Marla wellplayed Helena Bonham Carter Also notable Meat Loafscharacter Robert Paulson big man developed femininebreasts bout testicular cancer The film certainly notjust fighting doesnt even begin half hourinto movie although plenty vicious raw flesh andblood grappling crunching satisfy sadisticfan Rather story develops even surrealistic twist toseveral surprise end much I could predict Thestory unique even theme easilyforgive reality lapse Im giving,Negative
848,This suspense movie really good Edward Norton Brad Pitt rest cast excellent job movie The plot movie dramatic suspenseful Youll shocked see happens near end,Positive
849,David Fincher someone I come across recently I delving deeper studying director film David Fincher list mineFincher great job using black fill low key lighting shot complement theme Fight ClubAnd along great cinematography great cast put ton effort making movie felt viewerUnique interesting funny word use,Positive
850,I know everyone saying movie great much say society script good blah blah blah For first time life however I motivated actually get leave theatre middle film Yes movie message beyond fighting good inyourface I couldnt take first hour It help I didnt care happened character even though I dont problem Brad Edward Helena generally Anyone saw movie came away wondering exactly director trying say must asleep I dont think film completely offensive make point Of course opinion I know supposedly plot twist end whatever could worth another hour half film get itBy way I seen offensive movie enjoyed Natural Born Killers one I weenie whole thing I liked Seen I completely loved The Game one standard See one movie instead never seen Fincher film,Positive
851,The obvious reflection masculinity consumerism trite hell visually least decade ahead time The film start apparently irrelevant story boring man suffering insomnia Fincher constantly make sure keeping audience constantly stimulated entertained inventive camerawork dynamic editing sophisticated visual effectsHowever I preferred thing taken symbolically Nortons fight conversation Pitt could metaphor struggle inside mind film bother show everything physically happened front everyone Supposedly first member Fight Club attracted Norton kicking as parking lot,Negative
852,Your job bank deposit car drive thing wallet khaki pant pile living garbage world Fight Club suspense film different brainrearing reasoning suspense film All detail film laying groundwork Jack schizophrenia As Jack gradually realizes Taylor audience naturally understand That somewhat unexpected reasonable answerit turned schizophrenia Before movie finally reveals male lead Jack schizophrenic many hint For example Jack shaking eye always flash As another example Taylor appeared without warning plane Then first appeared Jack apartment blown When homeless called Taylor somehow Taylors number paper Jack Jacks number paper hostess And conversation without prompt Taylor knew Jacks purpose live house And Taylor heroine appear scene time When Jack negotiating superior part beating kneeling seek superior presented perspective superior third party Jack playing bos eye implying Jack Behaving beyond ordinary people This later revealed Taylor clever connection Jack imaginedFrom beginning watching movie process telling movie I thinking trying tell Judging intuitive feeling movie viewer tone film rotten cold protagonist behavior beyond ordinary people plot funny absurd It give people notsobeautiful viewing experience brings soul sensory impact This movie presenting suspenseful brainstorming suspense It creates suspenseful atmosphere organizes story audience also elaborates philosophical proposition meaning man Jack job apartment All furniture exquisite IKEA furniture He also patient insomnia suffers depression He bored bored work constantly reviewing recalling car accident What typical repressed young man contemporary society What Jack often think He felt materialization society insomnia When flying thought aircraft would destroyed flying It thought suicide thought thing escaped life normal people mind normal peopleIf pretending patient valued listened achievement Taylor split personality allows followed many believer meaning identity one general public We big figure principle penetrating consumer society still dominated We know Marxist worker theory surplus value still work earn living Life ridiculous enough exist,Negative
853,Based novel Chuck Palahniuk Fight Club explores darker side mental instability form dark comedy The film tell rather unsettling story insomnia stricken man played Edward Norton His life changed one day meet mysterious soap maker named Tyler Durden Brad Pitt apartment room blown along belonging little remains personal life became inspired cocreate seedy underground club men invited attend pummel heart content form physical therapy well advanced form personal malebonding Things get complex female drifter named Marla Helena Bonham Carter inadvertently get involved mentally deteriorated world two men share Things get worse Tyler decides take club onto street home life political respected peopleAs technically talented Fincher I admire film doesnt let visuals tell story The sarcastic bitter angry narration Edward Norton play event help lot driving atmosphere film audience also add humor film Is film satire Yes Then sly cool tone clever dialogue slick visuals Well seemed forced overthetop Nobody real world talk like character seems pretty obvious film selfaware You tell sarcastic narration I think people may likely forget watching story unfold perspective someone obviously crazy Every person film crazy one way another What make film bizarre fact thought main character make sense sense rationale The physical appearance main character slowly grows worse worse character around grow positive openminded like start What make funny fact method character use make happier completely irrational ridiculous Not ruin plot come illegal act vandalism involving public property destroyed come point politics dont seem important retrospect since live interesting advanced time world todayLooking film ten year later still much power whenever people decided start watching As I said David Fincher technical talent His film often hold incredible amount visual energy Fight Club different The performance excellent Edward Nortons performance one best Helena Bonham Carter As Brad Pitt exactly role requires kudos good sport film The music film work equally well Its dirty industrial overbearing much like film The film tremendous spirit though I cant say I actually enjoy watching Its full blood gut beginning end often ugly look film feel little dirty way make want shower This also homoerotic film fight scene also way male character act around toward I cant say Im anywhere near infatuated I I high school film tried new thing seemed revolutionary brilliant well film make difficult take Brad Pitt seriously film The fight scene film also excellently choreographed gore effect scene wonderfully done The final shot film may considered amazing rebellious shot I laugh thinking due another brief image one frame shot occurs credit appearingSo overall Fight Club still entertaining film Its funny dark provides honest depiction mental illness film ball explore The film developed strange cult following reminiscent cult audience surrounding American Psycho These people seem feel two film contain deep philosophical message nature humanity definitely dont I dont think character Fight Club taken completely seriously Im astounded anyone even could take seriously Its like saying Sonny Dog Day Afternoon right rob bank police wrong Both side made mistake side learned thing doesnt change finale film If youre going watch Fight Club please dont try watch openmind character thing say Watch knowing everything know politics science religion humanity Im sure film desired effect,Positive
